"WP_NAME,C,50","WARD,C,5","PRECINCT,C,5","DISTRICT,C,10","POP_2010,N,10,0","TOWN,C,35","TOWN_ID,N,5,0","AREA_SQMI,N,19,11","AREA_ACRES,N,19,11","YEAR,N,10,0","SHAPE_AREA,N,19,11","SHAPE_LEN,N,19,11"
Milton Town Precinct 3,,3,3,2756,MILTON,189,1.003,641.62,2012,2596544.33561,8596.53725555
Southborough Town Precinct 2,,2,2,3201,SOUTHBOROUGH,277,5.786,3702.87,2012,14985031.3649,15440.1127938
North Andover Town Precinct 8,,8,8,3403,NORTH ANDOVER,210,7.052,4513.31,2012,18264790.3688,20939.8333488
Quincy City Ward 1 Precinct 2,1,2,1-2,3189,QUINCY,243,0.333,213.36,2012,863445.108584,7265.20476843
Quincy City Ward 1 Precinct 3,1,3,1-3,2955,QUINCY,243,0.422,269.86,2012,1092069.30689,5058.69240138
Somerset Town Precinct 4,,4,4,3526,SOMERSET,273,1.257,804.73,2012,3256647.69411,10613.9276296
Somerset Town Precinct 5,,5,5,3611,SOMERSET,273,2.755,1763.5,2012,7136643.52442,17700.362478
Somerville City Ward 1 Precinct 1,1,1,1-1,3640,SOMERVILLE,274,0.405,259.42,2012,1049853.63465,5623.14060988
Somerville City Ward 1 Precinct 2,1,2,1-2,3728,SOMERVILLE,274,0.472,301.79,2012,1221297.08214,5301.05541444
Somerville City Ward 1 Precinct 3,1,3,1-3,3526,SOMERVILLE,274,0.129,82.27,2012,332932.590245,2784.16665973
Milton Town Precinct 2,,2,2,2797,MILTON,189,0.461,294.78,2012,1192934.81262,5333.84633001
Montague Town Precinct 1,,1,1,1459,MONTAGUE,192,14.482,9268.43,2012,37508175.2334,30170.2547994
Montague Town Precinct 2,,2,2,1422,MONTAGUE,192,12.404,7938.62,2012,32126565.6781,29338.8052697
Montague Town Precinct 3,,3,3,1352,MONTAGUE,192,0.738,472.52,2012,1912229.84596,6630.68109726
Billerica Town Precinct 11,,11,11,3524,BILLERICA,31,2.833,1812.98,2012,7336907.94006,15121.3117358
Reading Town Precinct 3,,3,3,3012,READING,246,0.973,622.41,2012,2518811.27102,9621.25978606
Reading Town Precinct 4,,4,4,3047,READING,246,0.757,484.27,2012,1959780.40342,8040.66552557
Reading Town Precinct 5,,5,5,3002,READING,246,0.57,364.84,2012,1476481.10112,5240.41681148
Southborough Town Precinct 3,,3,3,3206,SOUTHBOROUGH,277,2.915,1865.89,2012,7551011.75476,17382.0879781
New Bedford City Ward 2 Precinct E,2,E,2-E,2667,NEW BEDFORD,201,0.308,197.41,2012,798898.656484,3661.69124648
New Bedford City Ward 2 Precinct F,2,F,2-F,2708,NEW BEDFORD,201,0.306,195.52,2012,791250.453771,4595.57369284
New Bedford City Ward 3 Precinct A,3,A,3-A,2674,NEW BEDFORD,201,0.346,221.52,2012,896444.557122,4929.01524161
New Bedford City Ward 3 Precinct C,3,C,3-C,2741,NEW BEDFORD,201,0.297,189.76,2012,767939.978324,4047.96299881
New Bedford City Ward 3 Precinct B,3,B,3-B,2769,NEW BEDFORD,201,0.125,80.12,2012,324242.187878,2699.9063021
New Bedford City Ward 3 Precinct D,3,D,3-D,2713,NEW BEDFORD,201,0.453,290.07,2012,1173895.92958,4716.54945869
New Bedford City Ward 3 Precinct E,3,E,3-E,2744,NEW BEDFORD,201,0.445,284.83,2012,1152659.85118,5941.08728739
Quincy City Ward 1 Precinct 4,1,4,1-4,2952,QUINCY,243,0.641,410.23,2012,1660142.06834,13622.3139846
Rutland Town Precinct 1,,1,1,2573,RUTLAND,257,21.25,13600,2012,55037486.6615,34440.4433972
Rutland Town Precinct 3,,3,3,2706,RUTLAND,257,3.657,2340.47,2012,9471571.55947,14509.717274
Raynham Town Precinct 3,,3,3,3270,RAYNHAM,245,5.419,3468.07,2012,14034827.5142,22244.2639302
Raynham Town Precinct 4,,4,4,3426,RAYNHAM,245,4.856,3107.69,2012,12576437.029,16915.7503435
Reading Town Precinct 1,,1,1,3221,READING,246,2.996,1917.14,2012,7758416.27376,14363.1464463
Reading Town Precinct 2,,2,2,3228,READING,246,0.956,612.12,2012,2477152.14724,6554.70228352
Reading Town Precinct 6,,6,6,3028,READING,246,1.119,715.92,2012,2897240.11682,9795.53158455
Reading Town Precinct 7,,7,7,3190,READING,246,0.777,497.3,2012,2012523.23381,6311.39226203
Revere City Ward 6 Precinct 3,6,3,6-3,2781,REVERE,248,0.803,513.96,2012,2079934.30804,17456.4355991
Reading Town Precinct 8,,8,8,3019,READING,246,1.825,1168,2012,4726749.84841,10393.4158846
Rehoboth Town Precinct 1,,1,1,3800,REHOBOTH,247,15.71,10054.49,2012,40689249.8147,31986.4599559
Rehoboth Town Precinct 2,,2,2,3859,REHOBOTH,247,15.181,9716.06,2012,39319647.6807,37876.1864553
Rehoboth Town Precinct 3,,3,3,3949,REHOBOTH,247,16.588,10616.25,2012,42962629.2888,31133.1383324
Milton Town Precinct 9,,9,9,2638,MILTON,189,2.496,1597.34,2012,6464249.07083,13004.8553999
Milton Town Precinct 10,,10,10,2763,MILTON,189,0.788,504.02,2012,2039709.65993,9055.07635933
Milton Town Precinct 4,,4,4,2768,MILTON,189,0.381,243.79,2012,986584.740571,4744.29698
North Attleborough Town Precinct 1,,1,1,3260,NORTH ATTLEBOROUGH,211,0.491,314,2012,1270722.66012,5645.03415578
North Attleborough Town Precinct 5,,5,5,3343,NORTH ATTLEBOROUGH,211,1.237,791.87,2012,3204580.89239,10065.8673113
Revere City Ward 5 Precinct 2,5,2,5-2,2754,REVERE,248,0.275,175.98,2012,712185.951072,5283.79316048
Revere City Ward 5 Precinct 3,5,3,5-3,2832,REVERE,248,0.358,229.22,2012,927620.089258,4148.19544787
Revere City Ward 6 Precinct 1,6,1,6-1,3016,REVERE,248,0.359,229.67,2012,929441.529969,6199.8438225
Taunton City Ward 3 Precinct B,3,B,3-B,3521,TAUNTON,293,2.326,1488.94,2012,6025549.08291,12858.4565148
Rockland Town Precinct 1,,1,1,2847,ROCKLAND,251,2.649,1695.39,2012,6861021.61987,14054.7098628
Rockland Town Precinct 2,,2,2,2930,ROCKLAND,251,2.406,1539.99,2012,6232144.38366,13058.5553236
Millis Town Precinct 2,,2,2,2580,MILLIS,187,3.577,2289.49,2012,9265286.29533,15100.2723989
Rockland Town Precinct 5,,5,5,3002,ROCKLAND,251,1.647,1053.91,2012,4265043.86947,9309.5691526
Rockland Town Precinct 6,,6,6,2923,ROCKLAND,251,2.291,1465.98,2012,5932651.34554,12940.1178656
Rockland Town Precinct 4,,4,4,3003,ROCKLAND,251,0.872,558.02,2012,2258218.86531,7034.89763282
Rockland Town Precinct 3,,3,3,2784,ROCKLAND,251,0.543,347.57,2012,1406553.37739,6010.69916695
Royalston Town Precinct 1,,1,1,636,ROYALSTON,255,25.369,16235.99,2012,65704991.2768,42554.1082685
Royalston Town Precinct 2,,2,2,622,ROYALSTON,255,17.131,10963.8,2012,44369107.7517,35118.003255
Rutland Town Precinct 2,,2,2,2694,RUTLAND,257,11.342,7259.01,2012,29376292.9547,24687.1682827
Middleborough Town Precinct 5,,5,5,3829,MIDDLEBOROUGH,182,10.53,6739.29,2012,27273043.1126,29934.2508884
Middleborough Town Precinct 6,,6,6,3879,MIDDLEBOROUGH,182,11.423,7310.61,2012,29585112.4485,31517.011959
Middleborough Town Precinct 1,,1,1,3775,MIDDLEBOROUGH,182,17.213,11016.38,2012,44581893.877,39397.8631615
Middleborough Town Precinct 2,,2,2,3908,MIDDLEBOROUGH,182,5.214,3336.65,2012,13503004.9716,22365.8467725
Middleborough Town Precinct 3,,3,3,3826,MIDDLEBOROUGH,182,25.974,16623.67,2012,67273862.9583,42111.4396921
Quincy City Ward 5 Precinct 4,5,4,5-4,3002,QUINCY,243,0.553,353.97,2012,1432454.34494,9076.23181508
Quincy City Ward 5 Precinct 5,5,5,5-5,3016,QUINCY,243,0.304,194.75,2012,788143.915756,4589.93840053
Quincy City Ward 6 Precinct 1,6,1,6-1,3157,QUINCY,243,0.207,132.35,2012,535590.801993,3560.80218298
Quincy City Ward 6 Precinct 2,6,2,6-2,2984,QUINCY,243,0.247,158.28,2012,640536.998867,3832.99615832
Quincy City Ward 6 Precinct 3,6,3,6-3,3014,QUINCY,243,0.687,439.84,2012,1779980.77395,9573.7911587
Quincy City Ward 6 Precinct 4,6,4,6-4,3009,QUINCY,243,0.194,124.47,2012,503721.068544,3171.22126642
Scituate Town Precinct 2,,2,2,3136,SCITUATE,264,3.651,2336.73,2012,9456430.33976,14611.7599606
Milford Town Precinct 7,,7,7,3372,MILFORD,185,4.483,2869.2,2012,11611274.247,20667.8377758
Milford Town Precinct 5,,5,5,3534,MILFORD,185,2.069,1324.25,2012,5359071.6458,13407.4552863
Milford Town Precinct 8,,8,8,3488,MILFORD,185,0.812,519.71,2012,2103181.12472,7232.97117385
Millis Town Precinct 1,,1,1,2711,MILLIS,187,3.426,2192.49,2012,8872715.29057,18169.5545917
Quincy City Ward 3 Precinct 1,3,1,3-1,3192,QUINCY,243,0.488,312.28,2012,1263773.6486,7696.17156513
Millis Town Precinct 3,,3,3,2600,MILLIS,187,5.25,3360.18,2012,13598228.0598,18640.6599328
Milton Town Precinct 1,,1,1,2699,MILTON,189,0.524,335.39,2012,1357281.42649,7037.54199824
Wilbraham Town Precinct B,,B,B,3539,WILBRAHAM,339,3.852,2465.08,2012,9975883.47455,15288.2691271
Milton Town Precinct 5,,5,5,2568,MILTON,189,4.81,3078.51,2012,12458348.7869,18838.1217489
Milton Town Precinct 6,,6,6,2658,MILTON,189,1.029,658.82,2012,2666154.89911,14959.258076
North Attleborough Town Precinct 6,,6,6,3193,NORTH ATTLEBOROUGH,211,2.028,1297.99,2012,5252789.45141,13001.3084159
Scituate Town Precinct 6,,6,6,2874,SCITUATE,264,1.1,704.26,2012,2850062.49177,11670.6881727
Somerset Town Precinct 1,,1,1,3711,SOMERSET,273,2.259,1445.89,2012,5851322.23535,11757.5982254
Milton Town Precinct 7,,7,7,2577,MILTON,189,0.536,342.88,2012,1387606.24045,8570.20475505
Norwell Town Precinct 2,,2,2,3460,NORWELL,219,8.314,5321.26,2012,21534462.1106,25716.6534764
Norwood Town Precinct 1,,1,1,3171,NORWOOD,220,0.99,633.86,2012,2565164.7751,7567.99540427
Norwood Town Precinct 2,,2,2,3129,NORWOOD,220,0.472,301.94,2012,1221899.03741,4566.84596958
Norwood Town Precinct 3,,3,3,3167,NORWOOD,220,0.574,367.5,2012,1487213.61408,5034.58703844
Norwood Town Precinct 4,,4,4,3113,NORWOOD,220,1.251,800.48,2012,3239426.2041,9046.14016173
Wilbraham Town Precinct C,,C,C,3586,WILBRAHAM,339,8.957,5732.59,2012,23199045.0006,27615.8223019
Wilbraham Town Precinct D,,D,D,3449,WILBRAHAM,339,5.334,3413.54,2012,13814168.3349,20282.8363416
New Bedford City Ward 3 Precinct F,3,F,3-F,2706,NEW BEDFORD,201,1.122,718.1,2012,2906073.26459,9184.07547505
New Bedford City Ward 4 Precinct A,4,A,4-A,2605,NEW BEDFORD,201,0.483,309.08,2012,1250821.11841,11474.2536184
New Bedford City Ward 4 Precinct F,4,F,4-F,2660,NEW BEDFORD,201,0.268,171.8,2012,695238.769536,3604.61418235
Peabody City Ward 1 Precinct 3,1,3,1-3,2953,PEABODY,229,0.965,617.3,2012,2498120.04687,11860.6565182
Peabody City Ward 2 Precinct 1,2,1,2-1,2866,PEABODY,229,0.272,173.8,2012,703345.09188,5689.51489866
Peabody City Ward 2 Precinct 2,2,2,2-2,2838,PEABODY,229,0.265,169.39,2012,685516.620901,4331.16527347
Peabody City Ward 2 Precinct 3,2,3,2-3,2801,PEABODY,229,0.703,449.69,2012,1819855.86696,6118.89883609
Westminster Town Precinct 1,,1,1,3682,WESTMINSTER,332,18.218,11659.29,2012,47183667.3696,33176.1731879
Westminster Town Precinct 2,,2,2,3595,WESTMINSTER,332,19.035,12182.11,2012,49299435.4604,33227.5712644
Worcester City Ward 6 Precinct 3,6,3,6-3,3610,WORCESTER,348,0.453,290.17,2012,1174261.09275,6745.36835002
Worcester City Ward 5 Precinct 5,5,5,5-5,3610,WORCESTER,348,2.116,1354.54,2012,5481656.83589,10102.6786017
Somerville City Ward 3 Precinct 3,3,3,3-3,3458,SOMERVILLE,274,0.154,98.78,2012,399733.179199,2593.77052383
Somerville City Ward 4 Precinct 1,4,1,4-1,3593,SOMERVILLE,274,0.188,120.19,2012,486389.340484,3706.91840082
Somerville City Ward 4 Precinct 2,4,2,4-2,3747,SOMERVILLE,274,0.13,83.12,2012,336387.843071,2809.59040439
Somerville City Ward 4 Precinct 3,4,3,4-3,3471,SOMERVILLE,274,0.146,93.51,2012,378440.762512,3619.31477308
Somerville City Ward 5 Precinct 1,5,1,5-1,3656,SOMERVILLE,274,0.162,103.46,2012,418698.266323,3293.84779652
Somerville City Ward 5 Precinct 2,5,2,5-2,3465,SOMERVILLE,274,0.185,118.69,2012,480335.96411,3121.52221817
Somerville City Ward 5 Precinct 3,5,3,5-3,3548,SOMERVILLE,274,0.147,93.78,2012,379503.692347,3820.69152527
Somerville City Ward 6 Precinct 1,6,1,6-1,3749,SOMERVILLE,274,0.17,108.56,2012,439339.384813,4037.12685733
Somerville City Ward 6 Precinct 2,6,2,6-2,3518,SOMERVILLE,274,0.164,104.65,2012,423513.63834,3249.18294956
New Bedford City Ward 1 Precinct B,1,B,1-B,2709,NEW BEDFORD,201,0.547,350.25,2012,1417402.06018,7549.70599697
New Bedford City Ward 1 Precinct C,1,C,1-C,2614,NEW BEDFORD,201,0.808,517.12,2012,2092726.85602,9583.31678117
New Bedford City Ward 1 Precinct D,1,D,1-D,2573,NEW BEDFORD,201,0.927,593.04,2012,2399939.46773,9401.16070856
Watertown Town Precinct 3,,3,3,2589,WATERTOWN,314,0.18,114.94,2012,465163.822855,2887.97372739
Watertown Town Precinct 4,,4,4,2737,WATERTOWN,314,0.435,278.17,2012,1125699.05124,4817.93919474
Watertown Town Precinct 5,,5,5,2764,WATERTOWN,314,0.33,210.89,2012,853439.295402,5023.93579954
Watertown Town Precinct 6,,6,6,2737,WATERTOWN,314,0.326,208.7,2012,844577.164757,7281.56079741
Watertown Town Precinct 7,,7,7,2645,WATERTOWN,314,0.23,147.2,2012,595716.443406,3461.85681257
Watertown Town Precinct 8,,8,8,2740,WATERTOWN,314,0.3,192.1,2012,777404.848254,5764.6740811
Watertown Town Precinct 9,,9,9,2555,WATERTOWN,314,0.202,129.57,2012,524355.39291,4090.08432812
Watertown Town Precinct 10,,10,10,2667,WATERTOWN,314,0.535,342.44,2012,1385830.05345,5586.08891551
Webster Town Precinct 1,,1,1,3289,WEBSTER,316,1.261,806.88,2012,3265336.40744,8654.87542698
Webster Town Precinct 2,,2,2,3276,WEBSTER,316,0.43,275.3,2012,1114108.55023,5356.351217
Webster Town Precinct 3,,3,3,3221,WEBSTER,316,5.469,3499.97,2012,14163951.1597,18333.1762745
Webster Town Precinct 4,,4,4,3476,WEBSTER,316,5.041,3226.01,2012,13055250.5535,16514.4258206
Worcester City Ward 10 Precinct 4,10,4,10-4,3555,WORCESTER,348,0.205,131.51,2012,532215.694914,3287.2884781
Brockton City Ward 3 Precinct D,3,D,3-D,3377,BROCKTON,44,2.102,1345.25,2012,5444056.96944,12011.7553024
Brockton City Ward 4 Precinct A,4,A,4-A,3407,BROCKTON,44,0.296,189.66,2012,767512.379878,4423.80878235
Waltham City Ward 8 Precinct 2,8,2,8-2,3272,WALTHAM,308,0.19,121.55,2012,491906.256767,2958.85639952
Waltham City Ward 9 Precinct 1,9,1,9-1,3464,WALTHAM,308,0.311,198.91,2012,804963.599689,6273.75667355
Waltham City Ward 9 Precinct 2,9,2,9-2,3343,WALTHAM,308,0.322,206.39,2012,835217.785169,4918.00648362
Ware Town Precinct A,,A,A,3175,WARE,309,5.742,3674.81,2012,14871477.8506,19601.2613666
Ware Town Precinct B,,B,B,3284,WARE,309,12.463,7976.55,2012,32280098.3659,45983.5039342
Ware Town Precinct C,,C,C,3413,WARE,309,21.745,13917.08,2012,56320643.1538,51580.8910563
Brockton City Ward 6 Precinct C,6,C,6-C,3286,BROCKTON,44,0.838,536.34,2012,2170501.51258,7512.29915694
Brockton City Ward 6 Precinct D,6,D,6-D,3239,BROCKTON,44,0.677,433.59,2012,1754670.13915,6575.64032993
Brockton City Ward 7 Precinct A,7,A,7-A,3424,BROCKTON,44,0.344,219.9,2012,889916.827677,4505.99025703
Brockton City Ward 7 Precinct B,7,B,7-B,3439,BROCKTON,44,0.414,264.64,2012,1070972.86779,5394.01039258
Brockton City Ward 7 Precinct C,7,C,7-C,3456,BROCKTON,44,1.086,694.87,2012,2812049.44148,6908.22852279
Brockton City Ward 7 Precinct D,7,D,7-D,3365,BROCKTON,44,0.795,508.86,2012,2059308.02288,5814.64767191
Weston Town Precinct 3,,3,3,2881,WESTON,333,5.535,3542.64,2012,14336626.7519,20620.6016876
Weston Town Precinct 4,,4,4,2796,WESTON,333,4.368,2795.59,2012,11313403.5234,16789.1213129
Westwood Town Precinct 1,,1,1,3668,WESTWOOD,335,3.687,2359.87,2012,9550101.07476,15957.280172
Acushnet Town Precinct 3,,3,3,3512,ACUSHNET,3,6.133,3925.21,2012,15884844.6121,18508.9665184
Acushnet Town Precinct 2,,2,2,3513,ACUSHNET,3,8.991,5754.21,2012,23286546.6662,37922.5106971
Acushnet Town Precinct 1,,1,1,3278,ACUSHNET,3,3.748,2398.68,2012,9707166.41926,19217.4912353
Billerica Town Precinct 4,,4,4,3794,BILLERICA,31,1.282,820.38,2012,3319991.03629,9444.41483388
Watertown Town Precinct 1,,1,1,2564,WATERTOWN,314,0.862,551.4,2012,2231459.32206,8141.09070252
Watertown Town Precinct 2,,2,2,2665,WATERTOWN,314,0.241,154.27,2012,624295.987715,3735.03439236
Weston Town Precinct 2,,2,2,2829,WESTON,333,4.093,2619.63,2012,10601296.0925,18897.4794593
Weston Town Precinct 1,,1,1,2755,WESTON,333,3.335,2134.38,2012,8637561.25118,14679.0118839
Fall River City Ward 6 Precinct A,6,A,6-A,3281,FALL RIVER,95,19.165,12265.66,2012,49637569.063,34927.771946
Fall River City Ward 6 Precinct B,6,B,6-B,3246,FALL RIVER,95,0.613,392.58,2012,1588711.00875,6675.28059585
Fall River City Ward 6 Precinct C,6,C,6-C,3208,FALL RIVER,95,0.3,192.15,2012,777596.221396,4200.94531877
Fall River City Ward 7 Precinct A,7,A,7-A,3191,FALL RIVER,95,0.39,249.88,2012,1011236.74375,5841.48359377
Fall River City Ward 7 Precinct B,7,B,7-B,3392,FALL RIVER,95,0.259,165.95,2012,671572.434949,4061.6330775
Taunton City Ward 8 Precinct A,8,A,8-A,3395,TAUNTON,293,2.863,1832.57,2012,7416190.80743,19511.5149891
Taunton City Ward 8 Precinct B,8,B,8-B,3488,TAUNTON,293,9.115,5833.81,2012,23608698.0649,25676.7888615
Winchendon Town Precinct 1,,1,1,3549,WINCHENDON,343,14.268,9131.29,2012,36953153.1932,29774.5206835
Townsend Town Precinct 1,,1,1,3118,TOWNSEND,299,11.94,7641.32,2012,30923463.8221,28348.4592319
Townsend Town Precinct 3,,3,3,2921,TOWNSEND,299,6.899,4415.09,2012,17867291.8809,20796.8857017
Woburn City Ward 5 Precinct 1,5,1,5-1,2811,WOBURN,347,2.541,1626.09,2012,6580584.17957,14819.173575
Worcester City Ward 5 Precinct 3,5,3,5-3,3695,WORCESTER,348,1.357,868.52,2012,3514787.94055,10562.2240908
Taunton City Ward 7 Precinct A,7,A,7-A,3628,TAUNTON,293,2.874,1839.57,2012,7444512.69851,17938.1069228
Taunton City Ward 7 Precinct B,7,B,7-B,3514,TAUNTON,293,7.161,4583.23,2012,18547757.6094,19382.6326613
Upton Town Precinct 1,,1,1,3811,UPTON,303,12.055,7715.33,2012,31222977.4331,30010.5933652
Upton Town Precinct 2,,2,2,3731,UPTON,303,9.741,6234.44,2012,25229976.7722,21720.6497865
Woburn City Ward 2 Precinct 2,2,2,2-2,2633,WOBURN,347,0.354,226.53,2012,916742.131243,4978.15585979
Worcester City Ward 2 Precinct 3,2,3,2-3,3588,WORCESTER,348,0.569,364.12,2012,1473539.41506,7121.53271014
Worcester City Ward 1 Precinct 1,1,1,1-1,3707,WORCESTER,348,1.529,978.54,2012,3960016.62326,18097.2947564
Worcester City Ward 1 Precinct 2,1,2,1-2,3704,WORCESTER,348,0.989,633.02,2012,2561734.53845,7782.04843001
Worcester City Ward 1 Precinct 3,1,3,1-3,3652,WORCESTER,348,1.109,709.64,2012,2871830.19271,9431.89436674
Worcester City Ward 3 Precinct 3,3,3,3-3,3731,WORCESTER,348,1.006,643.7,2012,2604965.63883,12130.2040387
Worcester City Ward 3 Precinct 1,3,1,3-1,3509,WORCESTER,348,0.917,586.72,2012,2374393.41883,7758.17303418
Worcester City Ward 9 Precinct 5,9,5,9-5,3548,WORCESTER,348,1.518,971.42,2012,3931215.4341,10744.5803076
Uxbridge Town Precinct 4,,4,4,3390,UXBRIDGE,304,6.725,4303.82,2012,17417017.2171,22540.2403859
Uxbridge Town Precinct 2,,2,2,3466,UXBRIDGE,304,2.155,1379.11,2012,5581083.86781,12060.6977532
Uxbridge Town Precinct 1,,1,1,3285,UXBRIDGE,304,7.091,4538.09,2012,18365066.3271,21305.0612425
Worcester City Ward 9 Precinct 1,9,1,9-1,3537,WORCESTER,348,0.518,331.74,2012,1342498.16717,5952.59455544
Worcester City Ward 1 Precinct 4,1,4,1-4,3715,WORCESTER,348,0.914,584.85,2012,2366804.54244,6606.65166874
Worcester City Ward 9 Precinct 2,9,2,9-2,3532,WORCESTER,348,0.613,392.55,2012,1588581.92411,6369.37204381
Worcester City Ward 9 Precinct 3,9,3,9-3,3591,WORCESTER,348,0.723,462.86,2012,1873118.14254,8498.94024899
Worcester City Ward 3 Precinct 2,3,2,3-2,3786,WORCESTER,348,0.516,330.03,2012,1335600.86381,6353.74446947
Worcester City Ward 3 Precinct 5,3,5,3-5,3626,WORCESTER,348,2.051,1312.32,2012,5310809.38993,11491.7637414
Worcester City Ward 3 Precinct 4,3,4,3-4,3693,WORCESTER,348,0.435,278.28,2012,1126149.57013,5300.80481072
Worcester City Ward 7 Precinct 3,7,3,7-3,3667,WORCESTER,348,1.17,749.11,2012,3031537.56066,9994.6429619
Worcester City Ward 7 Precinct 1,7,1,7-1,3517,WORCESTER,348,0.601,384.86,2012,1557497.12877,8932.88176702
Worcester City Ward 7 Precinct 2,7,2,7-2,3493,WORCESTER,348,0.868,555.34,2012,2247371.97799,11103.4163271
Worcester City Ward 7 Precinct 5,7,5,7-5,3512,WORCESTER,348,1.604,1026.58,2012,4154427.52459,10851.4167224
Worcester City Ward 10 Precinct 2,10,2,10-2,3614,WORCESTER,348,0.188,120.58,2012,487991.368474,3427.82875468
Worcester City Ward 10 Precinct 5,10,5,10-5,3620,WORCESTER,348,0.276,176.53,2012,714411.602925,5355.10596445
Worcester City Ward 8 Precinct 3,8,3,8-3,3510,WORCESTER,348,0.176,112.74,2012,456242.987744,3129.8536902
Worcester City Ward 8 Precinct 4,8,4,8-4,3610,WORCESTER,348,0.167,107.14,2012,433589.886335,3279.1100989
Worcester City Ward 8 Precinct 2,8,2,8-2,3480,WORCESTER,348,0.29,185.41,2012,750338.339329,4252.11945199
Worcester City Ward 8 Precinct 5,8,5,8-5,3631,WORCESTER,348,0.739,473.2,2012,1914986.75774,8489.56757533
Worcester City Ward 6 Precinct 4,6,4,6-4,3723,WORCESTER,348,0.574,367.17,2012,1485904.38415,5486.55400429
Worcester City Ward 8 Precinct 1,8,1,8-1,3683,WORCESTER,348,0.235,150.11,2012,607456.031756,3616.16485931
Worcester City Ward 10 Precinct 1,10,1,10-1,3734,WORCESTER,348,0.213,136.09,2012,550735.336722,3100.45206994
Worcester City Ward 10 Precinct 3,10,3,10-3,3651,WORCESTER,348,0.177,113.46,2012,459166.699245,3839.31843693
Worcester City Ward 4 Precinct 3,4,3,4-3,3675,WORCESTER,348,0.621,397.76,2012,1609675.68701,5584.47111606
Worcester City Ward 4 Precinct 2,4,2,4-2,3461,WORCESTER,348,0.492,314.92,2012,1274428.34649,6505.45415874
Worcester City Ward 4 Precinct 1,4,1,4-1,3552,WORCESTER,348,0.506,323.87,2012,1310672.02898,7443.978579
Worcester City Ward 9 Precinct 4,9,4,9-4,3496,WORCESTER,348,2.014,1288.83,2012,5215749.59702,9901.67461986
Worcester City Ward 7 Precinct 4,7,4,7-4,3592,WORCESTER,348,1.158,740.8,2012,2997936.51921,12005.7788083
Worcester City Ward 6 Precinct 2,6,2,6-2,3681,WORCESTER,348,0.286,182.84,2012,739933.530131,4420.4069247
Worcester City Ward 6 Precinct 1,6,1,6-1,3705,WORCESTER,348,0.168,107.64,2012,435587.159134,3372.68813352
Worcester City Ward 6 Precinct 5,6,5,6-5,3656,WORCESTER,348,1.191,762.24,2012,3084676.9023,7768.66858611
Worcester City Ward 5 Precinct 4,5,4,5-4,3739,WORCESTER,348,0.952,609.55,2012,2466787.72945,7774.60660305
Bedford Town Precinct 4,,4,4,3294,BEDFORD,23,2.133,1364.86,2012,5523408.09857,13212.1440952
New Bedford City Ward 1 Precinct E,1,E,1-E,2564,NEW BEDFORD,201,0.949,607.4,2012,2458072.16468,7976.47664485
Yarmouth Town Precinct 2,,2,2,3494,YARMOUTH,351,3.081,1972.07,2012,7980731.61411,15486.4096939
Yarmouth Town Precinct 5,,5,5,3359,YARMOUTH,351,3.531,2259.69,2012,9144660.66143,15294.5073615
Yarmouth Town Precinct 6,,6,6,3260,YARMOUTH,351,3.601,2304.76,2012,9327090.16542,35204.8663179
Yarmouth Town Precinct 7,,7,7,3482,YARMOUTH,351,4.028,2578.16,2012,10433499.16,16954.4362485
Bellingham Town Precinct 5,,5,5,3348,BELLINGHAM,25,2.73,1747.42,2012,7071582.42822,12508.2428929
Methuen Town Precinct 12,,12,12,3970,METHUEN,181,3.877,2481.45,2012,10042115.1765,17718.4008253
Methuen Town Precinct 7,,7,7,3998,METHUEN,181,1.338,856.52,2012,3466236.10436,7774.5998168
Methuen Town Precinct 3,,3,3,3949,METHUEN,181,0.931,595.7,2012,2410715.72411,7786.06942153
Methuen Town Precinct 10,,10,10,3978,METHUEN,181,0.93,594.96,2012,2407738.63098,10422.1263673
Worcester City Ward 5 Precinct 2,5,2,5-2,3679,WORCESTER,348,0.499,319.43,2012,1292687.57916,5137.20951198
Worcester City Ward 5 Precinct 1,5,1,5-1,3613,WORCESTER,348,0.237,151.37,2012,612574.18237,3561.11265256
